longest reception, name, receiving conversions, receiving touchdowns, receiving yards, receptions, targets
8,Jesse James,,0,8,1,1
4,JD McKissic,,0,7,2,3
58,Marvin Hall,,0,58,1,1
66,Kenny Golladay,,0,121,5,9
20,Kerryon Johnson,,0,27,2,4
0,Nick Bawden,,0,0,0,1
7,TJ Hockenson,,0,21,4,6
16,Emmanuel Sanders,,0,60,5,6
5,Diontae Spencer,,0,5,1,1
22,Andy Janovich,,0,22,1,1
-4,Phillip Lindsay,,0,-4,1,1
41,Courtland Sutton,,0,87,6,8
4,Dae Sean Hamilton,,0,4,2,5
11,Royce Freeman,,0,32,4,5
,Andrew Beck,,0,0,0,1
7,Noah Fant,,0,7,1,5
6,LeSean McCoy,,0,12,2,2
13,Travis Kelce,,0,44,6,8
1,Damien Williams,,0,-1,2,3
0,Blake Bell,,0,0,0,1
16,Demarcus Robinson,,0,31,3,5
57,Tyreek Hill,,1,74,3,5
6,Darrel Williams,,0,5,2,2
21,Mecole Hardman,,1,28,2,3
11,Cordarrelle Patterson,,0,21,2,3
8,Trey Burton,,0,11,2,4
6,Taylor Gabriel,,0,6,1,2
17,Allen Robinson,,1,87,10,16
9,Tarik Cohen,,0,19,9,12
18,Adam Shaheen,1,0,24,2,2
28,Anthony Miller,,0,64,5,9
6,Javon Wims,,1,6,1,1
10,David Montgomery,,0,13,2,2
45,Ted Ginn,,0,48,2,5
12,Zach Line,,0,12,1,3
27,Josh Hill,,1,43,3,3
12,Latavius Murray,,0,31,5,6
6,Zach Zenner,,0,6,1,2
6,Dwayne Washington,,0,6,1,1
34,Michael Thomas,,0,131,9,11
4,Taysom Hill,,1,4,1,2
0,Austin Carr,,0,0,0,2
0,Dan Arnold,,0,0,0,1
,Giovani Bernard,,0,4,2,3
,Tyler Eifert,,0,10,2,2
48,Alex Erickson,,0,137,8,14
19,Tyler Boyd,,0,55,5,14
,Joe Mixon,,1,2,1,2
,Auden Tate,,0,65,3,6
,Drew Sample,,0,3,1,1
47,Chris Conley,,0,83,3,8
,Seth DeValve,,0,0,0,2
,Keelan Cole,,1,2,1,2
33,Dede Westbrook,,0,103,6,9
,Leonard Fournette,,0,14,2,2
,DJ Chark,,0,53,3,4
,Ryquell Armstead,,0,0,0,1
11,Frank Gore,,0,11,1,1
0,Andre Roberts,,0,0,0,1
9,Lee Smith,,0,9,1,1
27,Patrick DiMarco,,0,27,1,1
8,Cole Beasley,,1,16,3,6
24,John Brown,,1,83,5,6
23,Duke Williams,,0,23,1,1
10,Isaiah McKenzie,,0,11,2,3
20,Dawson Knox,,0,22,2,5
22,Albert Wilson,,0,22,1,2
27,Allen Hurns,,0,53,3,3
14,DeVante Parker,,1,55,5,10
26,Kenyan Drake,,0,37,3,4
0,Isaiah Ford,,0,0,0,1
-8,Mark Walton,,0,-8,1,1
0,Durham Smythe,,0,0,0,1
17,Mike Gesicki,,0,41,4,4
35,Preston Williams,,0,82,6,8
25,TY Hilton,,1,74,6,11
19,Jack Doyle,,0,21,3,5
33,Eric Ebron,,1,70,4,5
19,Chester Rogers,,0,24,2,2
34,Zach Pascal,,2,106,6,7
7,Marlon Mack,,0,12,3,3
13,Nyheim Hines,,0,13,1,2
6,Jordan Wilkins,,0,6,1,1
19,Darren Fells,,0,27,2,2
45,Kenny Stills,,0,105,4,5
21,DeAndre Hopkins,,1,106,9,12
0,Carlos Hyde,,0,0,0,1
12,Duke Johnson,,0,22,2,5
6,Will Fuller,,0,6,1,1
11,Jordan Akins,,0,17,2,2
13,Keke Coutee,,0,25,3,5
10,Jason Witten,,0,33,4,4
15,Randall Cobb,,0,29,2,3
0,Tavon Austin,,0,0,0,1
44,Amari Cooper,,0,106,5,5
9,Ezekiel Elliott,,0,36,6,7
1,Blake Jarwin,,1,1,1,1
14,Michael Gallup,,0,34,3,4
30,Alshon Jeffery,,0,38,2,5
24,Zach Ertz,,0,38,2,5
18,Nelson Agholor,,0,24,2,4
9,Jordan Howard,,0,6,2,2
0,Mack Hollins,,0,0,0,1
28,Dallas Goedert,,1,69,4,4
5,Boston Scott,,0,5,1,1
5,Miles Sanders,,0,11,3,3
39,Julio Jones,,0,93,6,9
3,Mohamed Sanu,,0,3,1,2
0,Kenjon Barner,,0,0,0,1
0,Keith Smith,,0,0,0,1
4,Devonta Freeman,,0,6,2,3
15,Justin Hardy,,0,19,2,2
19,Austin Hooper,,1,46,4,5
12,Brian Hill,,0,14,2,2
13,Russell Gage,,0,13,1,2
14,Calvin Ridley,,0,30,4,6
25,Robert Woods,,0,80,5,7
21,Brandin Cooks,,0,59,4,7
13,Todd Gurley,,1,13,1,1
8,Tyler Higbee,,0,8,1,1
0,Johnny Mundt,,0,0,0,1
33,Gerald Everett,,1,50,4,10
17,Cooper Kupp,,0,50,6,8
0,Josh Reynolds,,0,0,0,1
8,Darrell Henderson,,0,8,1,1
23,Nick Scott,,0,23,1,1
20,Golden Tate,,0,80,6,11
28,Rhett Ellison,,1,33,2,2
13,Bennie Fowler,,0,35,4,5
13,Cody Latimer,,0,33,4,5
6,Evan Engram,,0,6,1,5
10,Saquon Barkley,,0,8,3,5
20,Darius Slayton,,0,28,2,2
12,Larry Fitzgerald,,0,12,1,3
12,Charles Clay,,0,12,1,2
5,Maxx Williams,,0,5,1,1
4,Damiere Byrd,,0,4,1,2
10,Pharoh Cooper,,0,29,4,4
,Trent Sherfield,,0,4,1,1
12,Chase Edmonds,,0,24,2,4
6,Kee Sean Johnson,,0,6,1,2
5,Andy Isabella,,0,8,2,2
36,Danny Amendola,,0,105,8,11
24,Marvin Jones,,4,93,10,13
,Jesse James,,0,7,1,4
22,JD McKissic,,0,31,2,3
47,Marvin Hall,,0,47,1,2
21,Kenny Golladay,,0,21,1,2
0,Kerryon Johnson,,0,0,0,1
14,TJ Hockenson,,0,32,3,5
9,Ty Johnson,,0,28,4,4
15,Kyle Rudolph,,1,58,5,6
25,Adam Thielen,,1,25,1,2
66,Stefon Diggs,,0,142,7,8
5,CJ Ham,,1,5,1,1
7,Dalvin Cook,,0,7,1,2
28,Irv Smith,,0,60,5,6
19,Olabisi Johnson,,1,40,4,8
29,Jimmy Graham,,1,65,4,4
37,Jake Kumerow,,1,54,2,2
15,Geronimo Allison,,0,33,4,5
22,Danny Vitale,,0,43,2,2
21,Aaron Jones,,1,33,4,4
9,Jamaal Williams,,1,26,4,5
74,Marquez Valdes Scantling,,1,133,2,3
26,Allen Lazard,,0,42,3,4
17,Derek Carrier,,0,22,2,4
48,Darren Waller,,2,126,7,8
16,Trevor Davis,,0,26,2,2
12,DeAndre Washington,,0,12,1,1
,Jalen Richard,,0,5,1,1
36,Marcell Ateman,,0,36,1,1
14,Foster Moreau,,1,24,2,3
10,Hunter Renfrow,,0,14,2,3
31,Keelan Doss,,0,54,3,5
4,Josh Jacobs,,0,10,3,3
,Paul Richardson,,0,0,0,1
,Wendell Smallwood,,0,18,1,1
13,Jeremy Sprinkle,,0,13,2,2
19,Trey Quinn,,0,30,2,3
6,Steven Sims,,0,5,3,3
,Terry McLaurin,,0,11,1,2
,Marquise Goodwin,,0,0,0,1
,Levine Toilolo,,0,2,1,1
0,Tevin Coleman,,0,-1,2,2
16,George Kittle,,0,38,3,5
28,Kendrick Bourne,,0,69,3,4
,Matt Breida,,0,1,1,1
,Ross Dwelley,,0,2,1,3
,Richie James,,0,40,1,1
0,Dante Pettis,,0,0,0,2
0,Luke Willson,,0,0,0,1
48,Jaron Brown,,0,60,3,6
33,Tyler Lockett,,1,61,5,7
9,Jacob Hollister,,0,20,3,6
14,David Moore,,0,14,1,3
10,Chris Carson,,0,9,3,5
24,Malik Turner,,0,24,1,1
37,DK Metcalf,,0,53,4,9
7,Mark Ingram,,0,7,1,1
0,Willie Snead,,0,0,0,1
9,Seth Roberts,,0,9,1,4
20,Nick Boyle,,0,20,1,1
3,Chris Moore,,0,3,1,1
33,Mark Andrews,,0,39,2,8
10,Hayden Hurst,,0,10,1,2
50,Miles Boykin,,0,55,2,2
,Dion Lewis,,0,0,0,1
14,Adam Humphries,,0,40,4,4
,Derrick Henry,,0,18,1,1
14,Tajae Sharpe,,1,19,2,3
11,Kevin Byard,,0,11,1,1
27,Anthony Firkser,,0,27,1,1
35,Jonnu Smith,,0,64,3,3
38,Corey Davis,,1,80,6,7
16,AJ Brown,,0,64,6,8
9,Virgil Green,,0,9,1,1
17,Keenan Allen,,0,61,4,11
1,Melvin Gordon,,1,-3,2,3
23,Hunter Henry,,0,97,6,8
21,Mike Williams,,0,47,4,6
41,Austin Ekeler,,1,118,7,8
20,Demaryius Thomas,,0,42,3,9
1,Ryan Griffin,,0,1,1,2
6,LeVeon Bell,,0,6,1,4
9,Jamison Crowder,,0,26,4,5
0,Ty Montgomery,,0,0,0,1
10,Robby Anderson,,0,10,1,8
1,Braxton Berrios,,0,1,1,1
0,Vyncint Smith,,0,0,0,1
10,Benjamin Watson,,0,18,3,5
14,Julian Edelman,,0,47,7,12
28,Brandon Bolden,,0,39,4,4
22,James White,,0,59,7,8
1,Eric Tomlinson,,0,1,1,1
26,Phillip Dorsett,,1,46,3,4
-8,Sony Michel,,0,-8,1,2
23,Jakobi Meyers,,0,47,5,5
0,Gunner Olszewski,,0,0,0,1
7,Kyle Rudolph,,0,17,3,3
39,Stefon Diggs,,0,143,7,7
1,Laquon Treadwell,,0,1,1,1
31,Dalvin Cook,,0,73,5,6
11,Irv Smith,,0,21,3,3
4,Alexander Mattison,,0,3,2,2
16,Olabisi Johnson,,0,27,2,2
21,Adrian Peterson,,0,27,2,2
18,Paul Richardson,,0,34,3,4
11,Wendell Smallwood,,0,11,1,2
6,Jeremy Sprinkle,,0,12,2,2
15,Trey Quinn,,0,15,1,3
13,Hale Hentges,,0,13,1,1
12,Kelvin Harmon,,0,12,1,1
17,Terry McLaurin,,0,39,4,6
1,Cordarrelle Patterson,,0,1,2,2
,Trey Burton,,0,16,1,4
22,Taylor Gabriel,,0,53,4,6
31,Allen Robinson,,0,62,5,7
5,Mike Davis,,0,5,1,1
31,Tarik Cohen,,0,37,3,3
,Adam Shaheen,,0,0,0,2
35,Anthony Miller,,0,67,3,3
8,David Montgomery,,0,12,4,5
10,Virgil Green,,0,10,1,1
17,Keenan Allen,,0,53,7,10
3,Melvin Gordon,,0,3,2,3
20,Hunter Henry,,0,47,4,6
43,Mike Williams,,0,69,3,6
11,Austin Ekeler,,1,19,2,3
6,Lee Smith,,0,6,1,1
,Patrick DiMarco,,0,0,0,1
21,Cole Beasley,,1,41,3,7
19,John Brown,,0,54,5,8
20,Tyler Kroft,,0,32,2,4
6,Duke Williams,,0,6,1,2
0,Robert Foster,,0,0,0,1
28,Devin Singletary,,1,30,4,6
,Dawson Knox,,0,0,0,1
38,Alshon Jeffery,,0,64,4,6
18,Zach Ertz,,0,20,2,4
7,Nelson Agholor,,0,7,4,4
15,Jordan Howard,,0,15,1,2
10,Dallas Goedert,,1,22,3,5
25,Miles Sanders,,0,44,3,3
10,LeSean McCoy,,0,23,4,4
29,Travis Kelce,,1,63,4,8
25,Sammy Watkins,,0,45,5,8
0,Blake Bell,,0,0,0,1
4,Demarcus Robinson,,0,6,2,2
21,Tyreek Hill,,0,76,6,9
30,Mecole Hardman,,1,55,2,2
-1,Darwin Thompson,,0,-1,1,1
11,Marcedes Lewis,,0,11,1,1
11,Jimmy Graham,,0,20,3,5
34,Jake Kumerow,,0,48,2,4
7,Geronimo Allison,,0,7,1,3
67,Aaron Jones,,2,159,7,8
7,Jamaal Williams,,1,14,3,3
4,Marquez Valdes Scantling,,0,4,1,2
14,Allen Lazard,,0,42,5,5
35,TY Hilton,,0,54,2,6
19,Jack Doyle,,0,61,4,5
12,Eric Ebron,,0,26,3,4
7,Chester Rogers,,0,7,1,2
6,Zach Pascal,,0,6,1,2
14,Marlon Mack,,0,14,1,1
20,Nyheim Hines,,0,34,3,3
0,Parris Campbell,,0,0,0,1
20,Diontae Spencer,,0,18,2,2
11,Jeff Heuerman,,0,11,1,1
7,Andy Janovich,,0,9,2,2
16,Fred Brown,,0,16,1,2
7,Phillip Lindsay,,0,17,5,5
33,Courtland Sutton,,0,72,3,6
0,Dae Sean Hamilton,,0,0,0,1
5,Royce Freeman,,0,5,1,2
17,Noah Fant,,0,26,5,8
25,Julio Jones,,0,152,10,12
18,Luke Stocker,,0,18,1,1
13,Devonta Freeman,,0,63,8,8
15,Justin Hardy,,0,23,2,4
35,Austin Hooper,,1,65,6,7
17,Russell Gage,,0,58,7,9
,Jaeden Graham,,0,11,1,1
30,Calvin Ridley,1,0,70,4,7
7,Luke Willson,,0,7,1,1
20,Tyler Lockett,,0,100,6,6
12,Jacob Hollister,,0,18,2,2
23,David Moore,,0,23,1,4
0,Chris Carson,,0,0,0,1
21,Malik Turner,,0,21,1,1
7,DK Metcalf,,2,13,3,5
13,Emmanuel Sanders,,1,25,4,5
10,Tevin Coleman,,1,13,2,2
29,George Kittle,,0,86,6,7
12,Kendrick Bourne,,0,12,1,1
15,Matt Breida,,0,15,1,1
5,Dante Pettis,,0,5,1,3
9,Deebo Samuel,,0,19,3,3
9,Greg Olsen,,0,13,2,2
10,Jarius Wright,,0,12,2,4
8,DeAndrew White,,0,8,1,1
24,Christian McCaffrey,,0,38,4,5
20,Curtis Samuel,,0,46,4,11
0,Brandon Zylstra,,0,0,0,1
,Ian Thomas,,0,0,0,1
3,Reggie Bonnafon,,0,3,1,3
10,DJ Moore,,0,38,5,9
,Marqise Lee,,0,8,1,1
,Chris Conley,,1,103,4,7
,Seth DeValve,,0,11,1,1
,Keelan Cole,,1,12,2,2
,Dede Westbrook,,0,0,0,1
26,Leonard Fournette,,0,60,7,7
,DJ Chark,,1,79,6,12
6,Josh Oliver,,0,6,1,2
23,Demaryius Thomas,,0,63,5,5
24,Ryan Griffin,1,2,66,4,4
,LeVeon Bell,,0,12,3,5
,Jamison Crowder,,0,24,3,5
,Robby Anderson,,0,43,4,6
,Vyncint Smith,,0,10,2,4
25,Danny Amendola,,0,95,8,8
6,Marvin Jones,,0,22,4,5
,Logan Thomas,,0,17,1,1
5,JD McKissic,,0,2,3,3
49,Marvin Hall,,1,49,1,1
41,Kenny Golladay,,2,123,6,8
21,TJ Hockenson,,0,21,1,1
,Ty Johnson,,0,13,1,4
18,Golden Tate,,0,85,8,10
,Rhett Ellison,,0,-1,1,2
12,Bennie Fowler,,0,21,2,2
18,Cody Latimer,,0,28,2,3
18,Evan Engram,,1,40,4,7
,Wayne Gallman,,0,20,1,1
38,Saquon Barkley,,1,79,8,10
28,Darius Slayton,,2,50,2,5
26,Benjamin Watson,,0,26,1,1
23,Julian Edelman,,2,78,8,11
,Brandon Bolden,,0,0,0,1
19,Mohamed Sanu,,0,23,2,5
9,Rex Burkhead,,0,9,1,1
59,James White,,0,75,4,5
33,Phillip Dorsett,,0,43,3,6
5,Jakobi Meyers,,0,5,1,2
21,Demetrius Harris,,1,33,2,3
31,Odell Beckham,,0,52,5,7
21,Jarvis Landry,,0,65,5,10
2,Rashard Higgins,,0,2,1,2
14,Dontrell Hilliard,,0,24,4,4
8,Antonio Callaway,,0,11,2,3
7,Nick Chubb,,0,7,1,1
31,Robert Woods,,0,36,2,2
0,Brandin Cooks,,0,0,0,1
0,Todd Gurley,,0,0,0,1
8,Tyler Higbee,,0,8,1,1
0,Mike Thomas,,0,0,0,1
11,Gerald Everett,,0,15,2,3
65,Cooper Kupp,,1,220,7,10
31,Josh Reynolds,,1,73,3,8
14,Darrell Henderson,,0,20,2,3
-4,Andy Dalton,,0,-4,1,1
11,Giovani Bernard,,0,14,2,2
27,Tyler Eifert,,0,74,6,9
4,CJ Uzomah,,0,4,1,2
52,Alex Erickson,,0,97,6,7
22,Tyler Boyd,,0,65,6,9
4,Joe Mixon,,1,11,4,4
27,Auden Tate,,0,65,5,13
3,Stanley Morgan,,0,3,1,1
28,Ted Ginn,,0,42,2,2
11,Zach Line,,0,11,1,2
29,Josh Hill,,0,39,3,5
15,Latavius Murray,,1,55,9,12
28,Michael Thomas,,1,112,11,11
36,Taysom Hill,,1,63,3,3
9,Austin Carr,,0,9,1,2
19,Dan Arnold,,0,25,2,3
9,Deonte Harris,,0,17,2,2
6,Larry Fitzgerald,,0,8,2,4
47,Charles Clay,,0,88,3,3
9,Maxx Williams,,0,9,1,1
13,Zach Zenner,,0,13,1,1
9,Damiere Byrd,,0,18,2,5
0,Darrell Daniels,,0,0,0,1
0,Trent Sherfield,,0,0,0,2
7,Chase Edmonds,,0,5,2,4
16,Christian Kirk,,0,79,8,11
23,Darren Fells,,2,58,6,6
13,Kenny Stills,,0,22,3,5
21,DeAndre Hopkins,,0,109,11,13
0,Carlos Hyde,,0,0,0,1
46,DeAndre Carter,,0,46,1,3
12,Duke Johnson,,1,33,4,5
7,Jordan Akins,,0,11,2,5
8,Darren Waller,,1,11,2,8
46,Tyrell Williams,,1,91,3,6
15,Trevor Davis,,0,15,1,2
,DeAndre Washington,,0,4,1,1
20,Jalen Richard,,0,24,2,3
15,Zay Jones,,0,27,2,2
10,Foster Moreau,,0,10,1,2
65,Hunter Renfrow,,1,88,4,4
8,Josh Jacobs,,0,15,2,2
2,Dion Lewis,,0,2,1,1
0,MyCole Pruitt,,0,0,0,1
13,Adam Humphries,,0,24,3,6
8,Derrick Henry,,0,8,1,1
7,Tajae Sharpe,,1,18,3,3
23,Anthony Firkser,,0,43,3,5
26,Jonnu Smith,,1,78,6,7
8,Corey Davis,,0,9,2,6
8,AJ Brown,,1,11,2,3
12,Cameron Brate,,0,32,3,6
46,Mike Evans,,2,198,11,12
0,Breshad Perriman,,0,0,0,4
8,Peyton Barber,,0,8,1,3
3,Dare Ogunbowale,,0,3,1,3
12,Chris Godwin,1,0,43,4,8
0,Tanner Hudson,,0,0,0,1
17,Ronald Jones,,0,17,1,4
0,Scott Miller,,0,0,0,1
14,Vance McDonald,,0,19,3,4
4,Roosevelt Nix,,0,4,2,2
0,Donte Moncrief,,0,0,0,2
15,Nick Vannett,,0,15,1,2
9,James Conner,,0,5,3,4
34,Ju Ju Smith Schuster,,1,103,5,9
21,James Washington,,0,21,1,6
45,Diontae Johnson,,1,84,5,7
5,Albert Wilson,,1,5,1,2
12,Allen Hurns,,1,12,1,1
15,DeVante Parker,,0,59,6,8
,Nick O Leary,,0,0,0,1
17,Jakeem Grant,,0,32,2,3
9,Mark Walton,,0,19,3,6
11,Kalen Ballage,,0,11,1,1
5,Mike Gesicki,,0,10,2,3
14,Preston Williams,,0,42,4,7
0,Michael Deiter,,0,0,1,1
20,Larry Fitzgerald,,0,38,4,4
6,Charles Clay,,0,6,1,2
12,Maxx Williams,,0,12,1,2
9,Pharoh Cooper,,0,15,2,2
21,Kenyan Drake,1,0,52,4,4
5,Christian Kirk,,0,8,2,5
13,Kee Sean Johnson,,1,22,2,3
88,Andy Isabella,,1,88,1,1
32,Emmanuel Sanders,,1,112,7,9
9,Tevin Coleman,,0,13,2,4
30,George Kittle,,1,79,6,8
7,Kendrick Bourne,,1,7,1,1
9,Matt Breida,,0,14,2,2
11,Ross Dwelley,,0,29,4,4
2,Jeff Wilson,,0,2,1,1
21,Dante Pettis,,1,21,1,1
17,Deebo Samuel,,0,40,4,7
7,Cole Beasley,,1,13,2,2
25,John Brown,,0,76,4,7
0,Tyler Kroft,,0,0,0,1
11,Isaiah McKenzie,,0,12,3,3
0,Robert Foster,,0,0,0,1
49,Devin Singletary,,0,45,3,4
8,Dawson Knox,,0,14,2,2
22,Adrian Peterson,,0,22,1,1
13,Paul Richardson,,0,42,4,5
2,Wendell Smallwood,,0,-2,2,3
16,Jeremy Sprinkle,,0,16,1,1
9,Trey Quinn,,0,9,1,3
12,Steven Sims,,0,12,1,1
6,Kelvin Harmon,,0,6,1,2
13,Terry McLaurin,,0,39,4,6
0,Diontae Spencer,,0,0,1,3
14,Devontae Booker,,0,14,1,1
21,Courtland Sutton,,1,56,5,8
9,Troy Fumagalli,,0,9,1,1
-1,Royce Freeman,,0,-1,1,1
75,Noah Fant,,1,115,3,4
12,Demetrius Harris,,0,25,3,4
39,Odell Beckham,,0,87,5,6
19,Jarvis Landry,,1,51,6,13
0,Rashard Higgins,,0,0,0,1
7,Ricky Seals Jones,,0,12,2,2
4,Dontrell Hilliard,,0,6,2,2
41,Antonio Callaway,,0,56,4,5
11,Nick Chubb,,0,26,4,5
,Kha Darel Hodge,,0,10,1,1
,Stephen Carlson,,0,0,0,1
20,Keenan Allen,,0,40,3,4
13,Melvin Gordon,,0,29,3,4
19,Hunter Henry,,0,84,7,10
56,Mike Williams,,0,111,3,4
8,Austin Ekeler,,0,23,4,4
7,Justin Jackson,,0,7,1,1
7,Jimmy Graham,,0,17,4,4
9,Davante Adams,,0,41,7,11
0,Jake Kumerow,,0,0,0,2
13,Geronimo Allison,,0,21,2,2
-1,Aaron Jones,,0,-1,1,4
10,Jamaal Williams,,1,39,6,6
,Marquez Valdes Scantling,,0,0,0,2
17,Allen Lazard,,0,44,3,4
0,LeSean McCoy,,0,0,1,1
17,Travis Kelce,,0,62,7,9
5,Damien Williams,,0,3,2,2
17,Sammy Watkins,,0,63,7,10
2,Blake Bell,,0,2,1,1
5,Demarcus Robinson,,0,5,1,2
41,Tyreek Hill,,1,140,6,8
0,Darrel Williams,,0,0,0,1
15,Kyle Rudolph,,1,23,3,5
0,Adam Thielen,,0,0,0,1
4,Stefon Diggs,,0,4,1,4
16,Ameer Abdullah,,1,16,1,1
32,CJ Ham,,0,37,2,4
26,Laquon Treadwell,,0,58,3,5
22,Dalvin Cook,,0,45,4,7
21,Irv Smith,,0,33,4,6
,Alexander Mattison,,0,0,0,1
4,Olabisi Johnson,,1,4,1,2
,Albert Wilson,,0,3,1,2
8,Allen Hurns,,0,16,2,3
17,DeVante Parker,,1,57,4,6
18,Jakeem Grant,,0,33,3,5
5,Mark Walton,,0,12,3,4
0,Kalen Ballage,,0,0,0,1
34,Mike Gesicki,,0,95,6,6
26,Preston Williams,,2,72,5,9
15,Demaryius Thomas,,0,19,2,3
14,Ryan Griffin,,0,50,6,8
12,LeVeon Bell,,0,55,8,9
20,Jamison Crowder,,1,83,8,9
22,Robby Anderson,,0,33,2,4
20,Vyncint Smith,,0,20,1,3
3,Darren Sproles,,0,3,1,2
5,DeSean Jackson,,0,5,1,1
13,Alshon Jeffery,,0,36,4,8
25,Zach Ertz,,1,103,9,11
12,Nelson Agholor,,0,21,3,8
1,Jordan Howard,,0,1,1,1
16,Dallas Goedert,,0,39,4,5
19,Miles Sanders,,0,31,3,3
5,Cordarrelle Patterson,,0,5,1,1
0,Trey Burton,,0,0,0,1
53,Taylor Gabriel,,0,69,3,3
6,Allen Robinson,,0,6,1,5
6,Tarik Cohen,,0,9,2,5
0,Adam Shaheen,,0,0,0,1
0,Anthony Miller,,0,0,0,1
30,David Montgomery,,0,36,3,4
,Chris Conley,,0,32,2,7
,Ben Koyack,,0,0,0,1
18,Seth DeValve,,0,41,4,5
,CJ Board,,0,23,1,3
31,Keelan Cole,,0,80,5,6
14,Leonard Fournette,,0,32,5,6
,DJ Chark,,0,32,4,9
4,Josh Oliver,,0,4,1,2
31,Ryquell Armstead,,0,65,5,5
,Darren Fells,,1,1,1,3
18,Kenny Stills,,0,52,4,4
21,DeAndre Hopkins,,1,48,8,11
8,DeAndre Carter,,0,8,1,1
21,Duke Johnson,,0,68,5,5
,Steven Mitchell,,0,0,0,1
12,Jordan Akins,,0,24,3,3
23,Greg Olsen,,0,40,3,5
0,Jarius Wright,,0,0,0,4
10,Christian McCaffrey,,1,20,3,3
32,Curtis Samuel,,1,64,3,6
7,Reggie Bonnafon,,0,7,1,1
32,DJ Moore,,0,101,7,10
24,Dion Lewis,,0,33,5,5
25,Adam Humphries,,0,65,4,4
,Kalif Raymond,,0,19,2,3
23,Derrick Henry,,1,36,3,3
16,Tajae Sharpe,,0,31,2,4
0,Anthony Firkser,,0,0,0,1
7,Jonnu Smith,,0,18,3,5
18,Corey Davis,,0,48,4,5
35,AJ Brown,,0,81,4,7
31,Darren Waller,,0,52,2,2
22,Tyrell Williams,,0,48,3,4
21,DeAndre Washington,,0,21,1,1
31,Jalen Richard,,0,56,3,4
9,Zay Jones,,0,21,3,4
34,Marcell Ateman,,0,34,1,1
3,Foster Moreau,,1,3,1,2
17,Hunter Renfrow,,1,54,6,7
0,Josh Jacobs,,0,0,0,2
17,Danny Amendola,,0,29,3,5
47,Marvin Jones,,1,126,8,10
13,Logan Thomas,,0,13,1,2
3,Jesse James,,0,3,1,2
26,JD McKissic,,1,40,3,4
0,Marvin Hall,,0,0,0,1
59,Kenny Golladay,,1,132,4,7
23,TJ Hockenson,,0,56,3,7
6,Ty Johnson,,0,7,3,3
18,Mark Ingram,,0,29,2,3
8,Willie Snead,,0,15,2,2
0,Seth Roberts,,0,0,0,1
8,Nick Boyle,,1,27,5,5
8,Patrick Ricard,,0,8,1,1
18,Mark Andrews,,0,21,2,3
8,Hayden Hurst,,0,15,2,2
,Justice Hill,,0,0,0,1
26,Marquise Brown,,0,48,3,4
,Miles Boykin,,0,0,0,1
18,Benjamin Watson,,0,28,4,5
25,Julian Edelman,,0,89,10,11
15,Mohamed Sanu,,1,81,10,14
16,Rex Burkhead,,0,16,1,2
30,James White,,0,46,2,3
7,Phillip Dorsett,,0,13,2,4
12,Sony Michel,,0,12,1,2
16,Luke Willson,,0,20,2,2
30,Tyler Lockett,,2,152,13,18
22,Jacob Hollister,,2,37,4,6
12,David Moore,,0,18,2,4
15,Chris Carson,,0,28,2,2
0,Rashaad Penny,,0,0,0,1
53,DK Metcalf,1,1,123,6,9
25,Mike Evans,,1,180,12,16
18,Breshad Perriman,,1,42,4,8
11,Antony Auclair,,0,11,1,2
2,TJ Logan,,0,2,1,1
12,Dare Ogunbowale,,0,12,1,1
18,Chris Godwin,,0,61,7,9
12,Tanner Hudson,,0,12,1,2
12,Ronald Jones,,0,15,2,2
,Scott Miller,,0,0,0,2
13,Vance McDonald,,1,30,5,7
0,Roosevelt Nix,,0,0,0,1
0,Nick Vannett,,0,0,0,1
0,Johnny Holton,,0,0,0,1
12,Ju Ju Smith Schuster,,0,16,3,5
17,Jaylen Samuels,,0,73,13,13
40,James Washington,,0,69,4,4
3,Diontae Johnson,,0,3,1,2
11,Jack Doyle,,1,22,3,4
9,Eric Ebron,,0,16,2,2
14,Chester Rogers,,1,22,3,5
11,Mo Alie Cox,,0,11,1,1
19,Zach Pascal,,1,76,5,6
21,Nyheim Hines,,0,21,1,3
6,Jordan Wilkins,,0,6,1,2
0,Deon Cain,,0,0,0,2
27,Parris Campbell,,0,53,5,5
17,Golden Tate,,0,42,6,6
9,Rhett Ellison,,0,17,2,5
11,Bennie Fowler,,0,22,3,6
7,Cody Latimer,,1,8,2,3
15,Evan Engram,,0,48,6,8
,Wayne Gallman,,0,0,0,1
65,Saquon Barkley,,0,67,6,8
,Darius Slayton,,0,6,1,4
12,Jason Witten,,0,58,8,9
10,Randall Cobb,,0,35,6,8
45,Amari Cooper,,1,80,4,7
42,Blake Jarwin,,1,42,1,1
18,Michael Gallup,,1,33,2,6
9,Tony Pollard,,0,9,1,3
27,Darren Waller,,0,40,3,5
12,Tyrell Williams,,0,25,3,5
10,DeAndre Washington,,0,19,2,2
13,Jalen Richard,,0,43,4,4
10,Zay Jones,,0,10,1,3
14,Hunter Renfrow,,0,42,4,5
9,Alec Ingold,,1,9,1,1
17,Josh Jacobs,,0,30,3,5
0,Lance Kendricks,,0,0,0,1
26,Keenan Allen,,0,68,8,11
25,Melvin Gordon,,0,25,1,1
0,Derek Watt,,0,0,0,1
13,Hunter Henry,,1,30,4,7
45,Mike Williams,,0,55,2,3
23,Austin Ekeler,,1,29,2,2
0,Andre Patton,,0,0,0,4
0,Jason Moore,,0,0,0,1
